gisjoin,state,county,year,wheat_acres,land_in_farms_acres,wheat_share_of_farmland
G2100090,Kentucky,Barren,1880,17819.0,287015.0,0.062083863212724
G2100110,Kentucky,Bath,1880,8619.0,157723.0,0.0546464371080945
G2100130,Kentucky,Bell,1880,518.0,150872.0,0.0034333739858953
G2100150,Kentucky,Boone,1880,6800.0,163924.0,0.0414826382957956
G2100170,Kentucky,Bourbon,1880,17776.0,179807.0,0.0988615571140167
G2100190,Kentucky,Boyd,1880,3205.0,87228.0,0.0367427890127023
G2100210,Kentucky,Boyle,1880,10407.0,115381.0,0.0901968261672199
G2100230,Kentucky,Bracken,1880,13435.0,120100.0,0.111865112406328
G2100250,Kentucky,Breathitt,1880,1420.0,357792.0,0.0039687863339593
G2100270,Kentucky,Breckinridge,1880,13331.0,315323.0,0.0422772839279088
G2100290,Kentucky,Bullitt,1880,7267.0,170467.0,0.0426299518381856
G2100310,Kentucky,Butler,1880,5860.0,231014.0,0.0253664280086921
G2100330,Kentucky,Caldwell,1880,6821.0,172828.0,0.0394669845163978
G2100350,Kentucky,Calloway,1880,8076.0,202552.0,0.0398712429400845
G2100370,Kentucky,Campbell,1880,7921.0,86973.0,0.0910742414312487
G2100410,Kentucky,Carroll,1880,4126.0,85391.0,0.0483189094869482
G2100430,Kentucky,Carter,1880,3792.0,163057.0,0.0232556713296577
G2100450,Kentucky,Casey,1880,5535.0,200389.0,0.0276212766169799
G2100470,Kentucky,Christian,1880,40247.0,370306.0,0.1086857895902307
G2100490,Kentucky,Clark,1880,7931.0,208463.0,0.0380451207168658
G2100510,Kentucky,Clay,1880,3498.0,239896.0,0.0145813185713809
G2100530,Kentucky,Clinton,1880,6687.0,122859.0,0.0544282470148707
G2100550,Kentucky,Crittenden,1880,7295.0,190342.0,0.038325750491221
G2100570,Kentucky,Cumberland,1880,5529.0,114072.0,0.048469387755102
G2100590,Kentucky,Daviess,1880,13813.0,282254.0,0.0489381904242278
G2100610,Kentucky,Edmonson,1880,4649.0,127975.0,0.0363274076968157
G2100630,Kentucky,Elliott,1880,2934.0,136819.0,0.0214443900335479
G2100650,Kentucky,Estill,1880,3400.0,187545.0,0.0181289823775627
G2100670,Kentucky,Fayette,1880,21402.0,153558.0,0.1393740475911382
G2100690,Kentucky,Fleming,1880,16819.0,199858.0,0.0841547498724094
G2100710,Kentucky,Floyd,1880,2750.0,313240.0,0.0087792108287575
G2100730,Kentucky,Franklin,1880,9565.0,116629.0,0.0820121925078668
G2100750,Kentucky,Fulton,1880,10978.0,82537.0,0.1330070150356809
G2100770,Kentucky,Gallatin,1880,2910.0,56555.0,0.0514543364866059
G2100790,Kentucky,Garrard,1880,14064.0,139460.0,0.1008461207514699
G2100810,Kentucky,Grant,1880,10419.0,167730.0,0.0621176891432659
G2100830,Kentucky,Graves,1880,23379.0,316044.0,0.0739738770550935
G2100850,Kentucky,Grayson,1880,10757.0,276653.0,0.038882643600467
G2100870,Kentucky,Green,1880,8672.0,151208.0,0.0573514628855616
G2100890,Kentucky,Greenup,1880,6419.0,161227.0,0.0398134307529135
G2100910,Kentucky,Hancock,1880,4000.0,90132.0,0.0443793547241823
G2100930,Kentucky,Hardin,1880,36041.0,346664.0,0.1039652228094062
G2100950,Kentucky,Harlan,1880,405.0,220260.0,0.0018387360392263
G2100970,Kentucky,Harrison,1880,19137.0,188706.0,0.1014117198181297
G2100990,Kentucky,Hart,1880,14387.0,210524.0,0.068339001729019
G2101010,Kentucky,Henderson,1880,9832.0,236995.0,0.0414861073018418
G2101030,Kentucky,Henry,1880,7923.0,159940.0,0.0495373264974365
G2101050,Kentucky,Hickman,1880,14296.0,123965.0,0.1153228733916831
G2101070,Kentucky,Hopkins,1880,10713.0,259452.0,0.0412908746126451
G2101090,Kentucky,Jackson,1880,2085.0,137617.0,0.0151507444574434
G2101110,Kentucky,Jefferson,1880,15825.0,243290.0,0.0650458300793292
G2101130,Kentucky,Jessamine,1880,16692.0,128100.0,0.1303044496487119
G2101150,Kentucky,Johnson,1880,2589.0,166570.0,0.0155430149486702
G2101170,Kentucky,Kenton,1880,4230.0,89759.0,0.0471261934736349
G2101210,Kentucky,Knox,1880,4894.0,197275.0,0.0248080091243188
G2101230,Kentucky,Larue,1880,13795.0,154502.0,0.0892868700728793
G2101250,Kentucky,Laurel,1880,4559.0,187433.0,0.0243233582133348
G2101270,Kentucky,Lawrence,1880,4858.0,226974.0,0.0214033325402909
G2101290,Kentucky,Lee,1880,1181.0,97717.0,0.0120859215898973
G2101310,Kentucky,Leslie,1880,316.0,142439.0,0.0022184935305639
G2101330,Kentucky,Letcher,1880,1640.0,255177.0,0.00642691151632
G2101350,Kentucky,Lewis,1880,7690.0,217988.0,0.0352771712204341
G2101370,Kentucky,Lincoln,1880,10746.0,188104.0,0.0571279717603028
G2101390,Kentucky,Livingston,1880,7298.0,162707.0,0.0448536326033913
G2101410,Kentucky,Logan,1880,36893.0,314944.0,0.1171414600690916
G2101430,Kentucky,Lyon,1880,3608.0,97381.0,0.0370503486306363
G2101450,Kentucky,McCracken,1880,8814.0,102620.0,0.0858896901188852
G2101490,Kentucky,McLean,1880,8248.0,115409.0,0.0714675631883128
G2101510,Kentucky,Madison,1880,12638.0,258821.0,0.0488291135572461
G2101530,Kentucky,Magoffin,1880,2186.0,208101.0,0.0105045146347206
G2101550,Kentucky,Marion,1880,8466.0,197870.0,0.0427856673573558
G2101570,Kentucky,Marshall,1880,9766.0,156202.0,0.062521606637559
G2101590,Kentucky,Martin,1880,248.0,94158.0,0.0026338707279254
G2101610,Kentucky,Mason,1880,19361.0,140594.0,0.1377085793134842
G2101630,Kentucky,Meade,1880,16142.0,187000.0,0.0863208556149732
G2101650,Kentucky,Menifee,1880,716.0,91221.0,0.0078490698413742
G2101670,Kentucky,Mercer,1880,17891.0,146886.0,0.1218019416418174
G2101690,Kentucky,Metcalfe,1880,8265.0,154350.0,0.0535471331389698
G2101710,Kentucky,Monroe,1880,10441.0,176052.0,0.0593063413082498
G2101730,Kentucky,Montgomery,1880,5303.0,142693.0,0.0371637010925553
G2101750,Kentucky,Morgan,1880,3968.0,241054.0,0.0164610419242161
G2101770,Kentucky,Muhlenberg,1880,9688.0,225416.0,0.0429783156475139
G2101790,Kentucky,Nelson,1880,17387.0,268680.0,0.0647126693464344
G2101810,Kentucky,Nicholas,1880,11941.0,123648.0,0.0965725284679089
G2101830,Kentucky,Ohio,1880,12441.0,320923.0,0.0387663084291247
G2101850,Kentucky,Oldham,1880,3902.0,121185.0,0.0321987044601229
G2101870,Kentucky,Owen,1880,10783.0,202157.0,0.0533397310011525
G2101890,Kentucky,Owsley,1880,2264.0,115865.0,0.0195399818754585
G2101910,Kentucky,Pendleton,1880,14740.0,177137.0,0.0832124287980489
G2101930,Kentucky,Perry,1880,991.0,237367.0,0.004174969561902
G2101950,Kentucky,Pike,1880,3059.0,424763.0,0.0072016630450392
G2101970,Kentucky,Powell,1880,1045.0,70781.0,0.0147638490555375
G2101990,Kentucky,Pulaski,1880,16267.0,346604.0,0.0469325224175139
G2102010,Kentucky,Robertson,1880,6774.0,61312.0,0.1104840814196242
G2102030,Kentucky,Rockcastle,1880,2977.0,175329.0,0.0169795070980841
G2102050,Kentucky,Rowan,1880,1130.0,87581.0,0.0129023418321325
G2102070,Kentucky,Russell,1880,6545.0,153242.0,0.0427102230459012
G2102090,Kentucky,Scott,1880,20939.0,197695.0,0.105915678191153
G2102110,Kentucky,Shelby,1880,21627.0,233038.0,0.0928046069739699
G2102130,Kentucky,Simpson,1880,18267.0,124888.0,0.1462670552815322
G2102150,Kentucky,Spencer,1880,11705.0,129798.0,0.0901785851862124
G2102170,Kentucky,Taylor,1880,6201.0,134906.0,0.0459653388285176
G2102190,Kentucky,Todd,1880,22897.0,216264.0,0.1058752265749269
G2102210,Kentucky,Trigg,1880,9789.0,225809.0,0.0433507964695827
G2102230,Kentucky,Trimble,1880,5505.0,93626.0,0.0587977698502552
G2102250,Kentucky,Union,1880,21684.0,184999.0,0.1172114443861858
G2102270,Kentucky,Warren,1880,21173.0,342292.0,0.0618565435359283
G2102290,Kentucky,Washington,1880,15309.0,187603.0,0.0816031726571536
G2102310,Kentucky,Wayne,1880,10943.0,231049.0,0.0473622478348748
G2102330,Kentucky,Webster,1880,10961.0,200522.0,0.0546623313152671
G2102350,Kentucky,Whitley,1880,4472.0,243098.0,0.0183958732692165
G2102370,Kentucky,Wolfe,1880,2514.0,169506.0,0.0148313334041272
G2102390,Kentucky,Woodford,1880,18791.0,118559.0,0.1584949265766411
G2200050,Louisiana,Ascension,1880,0.0,73433.0,0.0
G2200070,Louisiana,Assumption,1880,0.0,84287.0,0.0
G2200090,Louisiana,Avoyelles,1880,0.0,180846.0,0.0
G2200130,Louisiana,Bienville,1880,59.0,207616.0,0.0002841784833538
G2200150,Louisiana,Bossier,1880,26.0,235308.0,0.0001104934808846
G2200170,Louisiana,Caddo,1880,0.0,258136.0,0.0
G2200190,Louisiana,Calcasieu,1880,0.0,92802.0,0.0
G2200210,Louisiana,Caldwell,1880,0.0,89849.0,0.0
G2200230,Louisiana,Cameron,1880,0.0,52325.0,0.0
G2200250,Louisiana,Catahoula,1880,0.0,153687.0,0.0
G2200270,Louisiana,Claiborne,1880,898.0,399682.0,0.002246786195025
G2200290,Louisiana,Concordia,1880,0.0,136515.0,0.0
G2200310,Louisiana,De Soto,1880,0.0,284959.0,0.0
G2200330,Louisiana,East Baton Rouge,1880,0.0,152032.0,0.0
G2200350,Louisiana,East Carroll,1880,0.0,120101.0,0.0
G2200370,Louisiana,East Feliciana,1880,0.0,178385.0,0.0
G2200410,Louisiana,Franklin,1880,0.0,120476.0,0.0
G2200430,Louisiana,Grant,1880,0.0,64727.0,0.0
G2200450,Louisiana,Iberia,1880,0.0,129403.0,0.0
G2200470,Louisiana,Iberville,1880,0.0,113103.0,0.0
G2200490,Louisiana,Jackson,1880,66.0,144601.0,0.0004564283787802
G2200510,Louisiana,Jefferson,1880,0.0,56957.0,0.0
G2200550,Louisiana,Lafayette,1880,0.0,129303.0,0.0
G2200570,Louisiana,Lafourche,1880,0.0,168980.0,0.0
G2200610,Louisiana,Lincoln,1880,117.0,265352.0,0.0004409237541077
G2200630,Louisiana,Livingston,1880,0.0,100146.0,0.0
G2200650,Louisiana,Madison,1880,0.0,123547.0,0.0
G2200670,Louisiana,Morehouse,1880,0.0,178345.0,0.0
G2200690,Louisiana,Natchitoches,1880,0.0,242440.0,0.0
G2200710,Louisiana,Orleans,1880,0.0,11027.0,0.0
G2200730,Louisiana,Ouachita,1880,80.0,154912.0,0.0005164222268126
G2200750,Louisiana,Plaquemines,1880,0.0,85977.0,0.0
G2200770,Louisiana,Pointe Coupee,1880,0.0,158527.0,0.0
G2200790,Louisiana,Rapides,1880,0.0,276996.0,0.0
G2200810,Louisiana,Red River,1880,0.0,109483.0,0.0
G2200830,Louisiana,Richland,1880,0.0,118896.0,0.0
G2200850,Louisiana,Sabine,1880,0.0,92370.0,0.0
G2200870,Louisiana,St Bernard,1880,0.0,38048.0,0.0
G2200890,Louisiana,St Charles,1880,0.0,59964.0,0.0
G2200910,Louisiana,St Helena,1880,0.0,154624.0,0.0
G2200930,Louisiana,St James,1880,0.0,106745.0,0.0
G2200950,Louisiana,St John The Baptist,1880,0.0,58935.0,0.0
G2200970,Louisiana,St Landry,1880,0.0,361207.0,0.0
G2200990,Louisiana,St Martin,1880,0.0,119840.0,0.0
G2201010,Louisiana,St Mary,1880,0.0,153680.0,0.0
G2201030,Louisiana,St Tammany,1880,0.0,48848.0,0.0
G2201050,Louisiana,Tangipahoa,1880,0.0,153458.0,0.0
G2201070,Louisiana,Tensas,1880,195.0,205609.0,0.0009484020641119
G2201090,Louisiana,Terrebonne,1880,0.0,166528.0,0.0
G2201110,Louisiana,Union,1880,38.0,297255.0,0.0001278363694471
G2201130,Louisiana,Vermilion,1880,0.0,131942.0,0.0
G2201150,Louisiana,Vernon,1880,0.0,34779.0,0.0
G2201170,Louisiana,Washington,1880,0.0,144491.0,0.0
G2201190,Louisiana,Webster,1880,22.0,152814.0,0.0001439658670017
G2201210,Louisiana,West Baton Rouge,1880,0.0,81570.0,0.0
G2201230,Louisiana,West Carroll,1880,0.0,38791.0,0.0
G2201250,Louisiana,West Feliciana,1880,0.0,123555.0,0.0
G2201270,Louisiana,Winn,1880,0.0,95292.0,0.0
G2300010,Maine,Androscoggin,1880,1069.0,244781.0,0.0043671690204713
G2300030,Maine,Aroostook,1880,8286.0,723840.0,0.0114472811671087
G2300050,Maine,Cumberland,1880,1459.0,402753.0,0.0036225676779564
G2300070,Maine,Franklin,1880,2679.0,370067.0,0.0072392296530087
G2300090,Maine,Hancock,1880,1778.0,345216.0,0.005150398591027
G2300110,Maine,Kennebec,1880,3293.0,479700.0,0.0068647071086095
G2300130,Maine,Knox,1880,1273.0,162000.0,0.007858024691358
G2300150,Maine,Lincoln,1880,836.0,232982.0,0.003588260037256
G2300170,Maine,Oxford,1880,3572.0,631729.0,0.0056543232936908
G2300190,Maine,Penobscot,1880,7108.0,732807.0,0.0096996890040624
G2300210,Maine,Piscataquis,1880,2069.0,330368.0,0.0062627130956993
G2300230,Maine,Sagadahoc,1880,477.0,115760.0,0.0041205943331029
G2300250,Maine,Somerset,1880,3463.0,597553.0,0.0057953018393347
G2300270,Maine,Waldo,1880,3692.0,384093.0,0.009612255365237
G2300290,Maine,Washington,1880,1615.0,370933.0,0.0043538860117595
G2300310,Maine,York,1880,1160.0,427996.0,0.0027103057037916
G2400010,Maryland,Allegany,1880,7549.0,160524.0,0.047027235802746
G2400030,Maryland,Anne Arundel,1880,10854.0,232757.0,0.0466323246991497
G2400050,Maryland,Baltimore,1880,28629.0,366083.0,0.0782035767844996
G2400090,Maryland,Calvert,1880,6581.0,125808.0,0.0523098690067404
G2400110,Maryland,Caroline,1880,18336.0,181427.0,0.1010654422991065
G2400130,Maryland,Carroll,1880,40077.0,271172.0,0.1477918074137447
G2400150,Maryland,Cecil,1880,29875.0,206581.0,0.1446163974421655
G2400170,Maryland,Charles,1880,15042.0,247978.0,0.0606586068118946
G2400190,Maryland,Dorchester,1880,25979.0,243224.0,0.1068110054928789
G2400210,Maryland,Frederick,1880,83767.0,388394.0,0.2156753193921636
G2400230,Maryland,Garrett,1880,4122.0,205325.0,0.0200754900767076
G2400250,Maryland,Harford,1880,25143.0,248767.0,0.1010704796054139
G2400270,Maryland,Howard,1880,18445.0,122184.0,0.1509608459372749
G2400290,Maryland,Kent,1880,37581.0,164642.0,0.22825888898337
G2400310,Maryland,Montgomery,1880,35673.0,278787.0,0.1279579033455649
G2400330,Maryland,Prince Georges,1880,14181.0,268834.0,0.0527500241784893
G2400350,Maryland,Queen Anne's,1880,41223.0,216291.0,0.1905904545265406
G2400370,Maryland,St Mary's,1880,18554.0,191559.0,0.0968578871261595
G2400390,Maryland,Somerset,1880,8082.0,143905.0,0.0561620513533233
G2400410,Maryland,Talbot,1880,33129.0,156886.0,0.2111660696301773
G2400430,Maryland,Washington,1880,56923.0,262519.0,0.21683382917046
G2400450,Maryland,Wicomico,1880,3720.0,197853.0,0.0188018377280101
G2400470,Maryland,Worcester,1880,5821.0,238172.0,0.0244403204406899
G2405100,Maryland,Baltimore City,1880,10.0,159.0,0.0628930817610062
G2500010,Massachusetts,Barnstable,1880,0.0,77609.0,0.0
G2500030,Massachusetts,Berkshire,1880,136.0,480306.0,0.0002831528234084
G2500050,Massachusetts,Bristol,1880,13.0,185966.0,6.990525149758558e-05
G2500070,Massachusetts,Dukes,1880,0.0,31994.0,0.0
G2500090,Massachusetts,Essex,1880,45.0,187285.0,0.0002402755159249
G2500110,Massachusetts,Franklin,1880,349.0,353346.0,0.0009877004409275
G2500130,Massachusetts,Hampden,1880,52.0,301630.0,0.000172396644896
G2500150,Massachusetts,Hampshire,1880,84.0,302061.0,0.0002780895249635
G2500170,Massachusetts,Middlesex,1880,44.0,390721.0,0.0001126123243951
G2500190,Massachusetts,Nantucket,1880,0.0,19481.0,0.0
G2500210,Massachusetts,Norfolk,1880,9.0,119013.0,7.562199087494644e-05
G2500230,Massachusetts,Plymouth,1880,19.0,194797.0,9.753743640815824e-05
G2500250,Massachusetts,Suffolk,1880,0.0,4327.0,0.0
G2500270,Massachusetts,Worcester,1880,212.0,710543.0,0.0002983633643565
G2600010,Michigan,Alcona,1880,356.0,35814.0,0.0099402468308482
G2600050,Michigan,Allegan,1880,57675.0,405583.0,0.1422027057347078
G2600070,Michigan,Alpena,1880,662.0,41183.0,0.0160745938858266
G2600090,Michigan,Antrim,1880,3147.0,65677.0,0.0479163177368028
G2600130,Michigan,Baraga,1880,15.0,2764.0,0.0054269175108538
G2600150,Michigan,Barry,1880,60853.0,325256.0,0.187092628575645
G2600170,Michigan,Bay,1880,5624.0,83596.0,0.0672759462175223
G2600190,Michigan,Benzie,1880,1879.0,53881.0,0.0348731463781295
G2600210,Michigan,Berrien,1880,45700.0,313379.0,0.1458298099106832
G2600230,Michigan,Branch,1880,48963.0,308220.0,0.1588573097138407
G2600250,Michigan,Calhoun,1880,82775.0,405765.0,0.2039973876504873
G2600270,Michigan,Cass,1880,56581.0,293458.0,0.1928078293997778
G2600290,Michigan,Charlevoix,1880,2149.0,72544.0,0.0296234009704455
G2600310,Michigan,Cheboygan,1880,941.0,34351.0,0.0273936712177229
G2600330,Michigan,Chippewa,1880,962.0,21897.0,0.0439329588528108
G2600350,Michigan,Clare,1880,754.0,27673.0,0.0272467748346764
G2600370,Michigan,Clinton,1880,70165.0,340515.0,0.2060555335300941
G2600390,Michigan,Crawford,1880,52.0,21536.0,0.0024145616641901
G2600410,Michigan,Delta,1880,424.0,26012.0,0.0163001691526987
G2600450,Michigan,Eaton,1880,55109.0,338981.0,0.162572533563828
G2600470,Michigan,Emmet,1880,1378.0,77389.0,0.0178061481605912
G2600490,Michigan,Genesee,1880,55724.0,373243.0,0.1492968387886712
G2600510,Michigan,Gladwin,1880,405.0,14878.0,0.027221400725904
G2600550,Michigan,Grand Traverse,1880,6413.0,104123.0,0.0615906187873956
G2600570,Michigan,Gratiot,1880,30296.0,237914.0,0.1273401313079516
G2600590,Michigan,Hillsdale,1880,56442.0,367684.0,0.1535068156351649
G2600610,Michigan,Houghton,1880,50.0,13127.0,0.003808943399101
G2600630,Michigan,Huron,1880,22099.0,287102.0,0.0769726438687295
G2600650,Michigan,Ingham,1880,49257.0,314621.0,0.1565597973434704
G2600670,Michigan,Ionia,1880,68160.0,339092.0,0.2010073962228539
G2600690,Michigan,Iosco,1880,317.0,35815.0,0.008851040067011
G2600730,Michigan,Isabella,1880,12837.0,139460.0,0.092047899039151
G2600735,Michigan,Isle Royale,1880,0.0,0.0,
G2600750,Michigan,Jackson,1880,76533.0,417202.0,0.1834435117760701
G2600770,Michigan,Kalamazoo,1880,72692.0,342560.0,0.2122022419430173
G2600790,Michigan,Kalkaska,1880,1225.0,39438.0,0.0310614128505502
G2600810,Michigan,Kent,1880,67119.0,459718.0,0.146000374142409
G2600830,Michigan,Keweenaw,1880,21.0,1729.0,0.0121457489878542
G2600850,Michigan,Lake,1880,1381.0,38484.0,0.0358850431348092
G2600870,Michigan,Lapeer,1880,45984.0,338767.0,0.1357393134514282
G2600890,Michigan,Leelanau,1880,5148.0,107646.0,0.0478234212139791
G2600910,Michigan,Lenawee,1880,57281.0,458966.0,0.1248044517458809
G2600930,Michigan,Livingston,1880,54353.0,354142.0,0.1534779834077855
G2600970,Michigan,Mackinac,1880,0.0,2385.0,0.0
G2600990,Michigan,Macomb,1880,33875.0,292268.0,0.1159038964238301
G2601010,Michigan,Manistee,1880,1878.0,64675.0,0.0290374951681484
G2601015,Michigan,Manitou,1880,497.0,10774.0,0.0461295711899016
G2601030,Michigan,Marquette,1880,18.0,29690.0,0.0006062647356012
G2601050,Michigan,Mason,1880,3092.0,65863.0,0.0469459332250277
G2601070,Michigan,Mecosta,1880,9537.0,129091.0,0.0738781169872415
G2601090,Michigan,Menominee,1880,95.0,24633.0,0.003856615109812
G2601110,Michigan,Midland,1880,2882.0,67079.0,0.042964266014699
G2601130,Michigan,Missaukee,1880,759.0,26002.0,0.0291900623028997
G2601150,Michigan,Monroe,1880,31390.0,305592.0,0.1027186575564805
G2601170,Michigan,Montcalm,1880,25471.0,220701.0,0.1154095359785411
G2601210,Michigan,Muskegon,1880,6905.0,116804.0,0.059116126160063
G2601230,Michigan,Newaygo,1880,9229.0,147033.0,0.0627682220998007
G2601250,Michigan,Oakland,1880,78255.0,543437.0,0.1440001324900586
G2601270,Michigan,Oceana,1880,9630.0,128661.0,0.0748478559936577
G2601290,Michigan,Ogemaw,1880,343.0,30644.0,0.0111930557368489
G2601310,Michigan,Ontonagon,1880,43.0,8036.0,0.0053509208561473
G2601330,Michigan,Osceola,1880,5413.0,97165.0,0.055709360366387
G2601350,Michigan,Oscoda,1880,0.0,0.0,
G2601370,Michigan,Otsego,1880,319.0,24998.0,0.0127610208816705
G2601390,Michigan,Ottawa,1880,31054.0,250053.0,0.1241896717895806
G2601410,Michigan,Presque Isle,1880,785.0,50896.0,0.01542360892801
G2601430,Michigan,Roscommon,1880,0.0,5438.0,0.0
G2601450,Michigan,Saginaw,1880,26808.0,287426.0,0.0932692240785454
G2601470,Michigan,St Clair,1880,37886.0,394015.0,0.0961536997322436
G2601490,Michigan,St Joseph,1880,66669.0,310404.0,0.2147813816832257
G2601510,Michigan,Sanilac,1880,34692.0,313242.0,0.1107514318003332
G2601530,Michigan,Schoolcraft,1880,6.0,4119.0,0.0014566642388929
G2601550,Michigan,Shiawassee,1880,51118.0,300027.0,0.1703779993133951
G2601570,Michigan,Tuscola,1880,32893.0,312505.0,0.1052559159053455
G2601590,Michigan,Van Buren,1880,44085.0,328252.0,0.1343023043271632
G2601610,Michigan,Washtenaw,1880,72084.0,439216.0,0.1641197042002113
G2601630,Michigan,Wayne,1880,23233.0,332445.0,0.0698852441757283
G2601650,Michigan,Wexford,1880,1904.0,62486.0,0.0304708254649041
G2700010,Minnesota,Aitkin,1880,0.0,1848.0,0.0
G2700030,Minnesota,Anoka,1880,7754.0,100233.0,0.0773597517783564
G2700050,Minnesota,Becker,1880,16004.0,113895.0,0.1405153869792352
G2700070,Minnesota,Beltrami,1880,0.0,0.0,
G2700090,Minnesota,Benton,1880,5161.0,69480.0,0.0742803684513529
G2700110,Minnesota,Big Stone,1880,9346.0,106111.0,0.0880775791388263
G2700130,Minnesota,Blue Earth,1880,96416.0,363148.0,0.2655005672618326
G2700150,Minnesota,Brown,1880,54766.0,198433.0,0.2759924004575851
G2700170,Minnesota,Carlton,1880,60.0,13522.0,0.0044372134299659
G2700190,Minnesota,Carver,1880,33730.0,198493.0,0.1699304257580872
G2700210,Minnesota,Cass,1880,7.0,10706.0,0.0006538389688025
G2700230,Minnesota,Chippewa,1880,30245.0,103828.0,0.2912990715413954
G2700250,Minnesota,Chisago,1880,9912.0,103789.0,0.0955014500573278
G2700270,Minnesota,Clay,1880,24341.0,157341.0,0.1547022073076947
G2700310,Minnesota,Cook,1880,0.0,332.0,0.0
G2700330,Minnesota,Cottonwood,1880,30860.0,171413.0,0.180033019665953
G2700350,Minnesota,Crow Wing,1880,148.0,3937.0,0.0375920751841503
G2700370,Minnesota,Dakota,1880,123958.0,295642.0,0.4192841341893236
G2700390,Minnesota,Dodge,1880,90400.0,226334.0,0.3994097219153993
G2700410,Minnesota,Douglas,1880,27692.0,219920.0,0.1259185158239359
G2700430,Minnesota,Faribault,1880,61366.0,312435.0,0.1964120537071711
G2700450,Minnesota,Fillmore,1880,165904.0,495433.0,0.3348666721837262
G2700470,Minnesota,Freeborn,1880,103783.0,349831.0,0.2966661044904539
G2700490,Minnesota,Goodhue,1880,199142.0,428165.0,0.4651057419452781
G2700510,Minnesota,Grant,1880,15857.0,99547.0,0.1592915909068078
G2700530,Minnesota,Hennepin,1880,49020.0,256722.0,0.1909458480379554
G2700550,Minnesota,Houston,1880,62161.0,283976.0,0.2188952587542609
G2700590,Minnesota,Isanti,1880,9505.0,93903.0,0.1012214732223677
G2700610,Minnesota,Itasca,1880,0.0,0.0,
G2700630,Minnesota,Jackson,1880,15952.0,116528.0,0.1368941370314431
G2700650,Minnesota,Kanabec,1880,193.0,8680.0,0.0222350230414746
G2700670,Minnesota,Kandiyohi,1880,60326.0,235470.0,0.2561939949887459
G2700690,Minnesota,Kittson,1880,146.0,23868.0,0.006116976705212
G2700730,Minnesota,Lac Qui Parle,1880,22937.0,207660.0,0.1104545892323991
G2700750,Minnesota,Lake,1880,0.0,2146.0,0.0
G2700790,Minnesota,Le Sueur,1880,37430.0,222109.0,0.1685208613788725
G2700810,Minnesota,Lincoln,1880,9047.0,122560.0,0.0738169060052219
G2700830,Minnesota,Lyon,1880,35785.0,181897.0,0.1967322165841107
G2700850,Minnesota,McLeod,1880,40592.0,216081.0,0.1878554801208806
G2700890,Minnesota,Marshall,1880,173.0,46799.0,0.0036966601850466
G2700910,Minnesota,Martin,1880,13161.0,154376.0,0.0852528890501114
G2700930,Minnesota,Meeker,1880,55008.0,219737.0,0.2503356285013448
G2700950,Minnesota,Mille Lacs,1880,1192.0,19324.0,0.0616849513558269
G2700970,Minnesota,Morrison,1880,11992.0,125171.0,0.0958049388436618
G2700990,Minnesota,Mower,1880,138023.0,344781.0,0.4003207833378289
G2701010,Minnesota,Murray,1880,12587.0,111445.0,0.1129436044685719
G2701030,Minnesota,Nicollet,1880,59094.0,218794.0,0.2700896733914092
G2701050,Minnesota,Nobles,1880,22353.0,141847.0,0.1575852855541534
G2701090,Minnesota,Olmsted,1880,152204.0,387236.0,0.3930522988565113
G2701110,Minnesota,Otter Tail,1880,56189.0,472159.0,0.119004403177743
G2701150,Minnesota,Pine,1880,122.0,6129.0,0.019905367922989
G2701170,Minnesota,Pipestone,1880,5673.0,90007.0,0.0630284311220238
G2701190,Minnesota,Polk,1880,30061.0,377657.0,0.0795986834614478
G2701210,Minnesota,Pope,1880,32233.0,171999.0,0.1874022523386763
G2701230,Minnesota,Ramsey,1880,8460.0,42336.0,0.1998299319727891
G2701270,Minnesota,Redwood,1880,34014.0,177692.0,0.1914211106859059
G2701290,Minnesota,Renville,1880,57784.0,231407.0,0.2497072257969724
G2701310,Minnesota,Rice,1880,74873.0,276120.0,0.2711610893814283
G2701330,Minnesota,Rock,1880,36018.0,156152.0,0.2306598698703827
G2701370,Minnesota,St Louis,1880,209.0,12960.0,0.0161265432098765
G2701390,Minnesota,Scott,1880,40863.0,193032.0,0.2116902896929006
G2701410,Minnesota,Sherburne,1880,8527.0,90354.0,0.0943732430218916
G2701430,Minnesota,Sibley,1880,46393.0,212307.0,0.2185184661834042
G2701450,Minnesota,Stearns,1880,79193.0,453862.0,0.1744869585909373
G2701470,Minnesota,Steele,1880,76772.0,243362.0,0.3154642055867391
G2701490,Minnesota,Stevens,1880,31517.0,153742.0,0.204999284515617
G2701510,Minnesota,Swift,1880,44396.0,222316.0,0.1996977275589701
G2701530,Minnesota,Todd,1880,13433.0,145720.0,0.0921836398572605
G2701550,Minnesota,Traverse,1880,3448.0,99495.0,0.0346550077893361
G2701570,Minnesota,Wabasha,1880,118435.0,302866.0,0.3910475259685801
G2701590,Minnesota,Wadena,1880,2976.0,38726.0,0.0768475959303826
G2701610,Minnesota,Waseca,1880,68827.0,223736.0,0.3076259520148747
G2701630,Minnesota,Washington,1880,52268.0,169748.0,0.3079152626245964
G2701650,Minnesota,Watonwan,1880,23854.0,89476.0,0.2665966292637132
G2701670,Minnesota,Wilkin,1880,5141.0,95803.0,0.0536622026450111
G2701690,Minnesota,Winona,1880,113962.0,335160.0,0.3400226757369614
G2701710,Minnesota,Wright,1880,38792.0,254910.0,0.152179200502138
