gisjoin,year,bpd_fc
G1201290,1880,0.7194429421308816
G1201310,1880,0.7272497315049229
G1301.00,1880,0.269289409012747
G1307.00,1880,0.4259174469448958
G1309.00,1880,0.2395578257320681
G13015.0,1880,0.6176523580018918
G1301210,1880,0.5671545393460398
G1301230,1880,0.6011013463995069
G1301270,1880,0.6026236711194162
G1301330,1880,0.1712313297942452
G1301350,1880,0.2982371028686383
G1301390,1880,0.3828050668517141
G1301450,1880,0.2670444017005906
G1301470,1880,0.371939453235708
G1301510,1880,0.2302275529017029
G1301550,1880,0.0667221891731113
G1301570,1880,0.2226644738947085
G1301630,1880,0.1748713021192511
G1301690,1880,0.129431713443421
G1301850,1880,0.3680887215509311
G1301870,1880,0.4891857651570489
G1301890,1880,0.1565087998153899
G1301910,1880,0.2313149330755299
G1301950,1880,0.1382265970483244
