gisjoin,year,n_heads,n_farmers,share_farmers_fc
G19017.0,1860,965,451.0,0.4673575129533678
G19019.0,1860,1487,908.0,0.6106254203093476
G19021.0,1860,11,7.0,0.6363636363636364
G19027.0,1860,53,45.0,0.8490566037735849
G19029.0,1860,303,164.0,0.5412541254125413
G19033.0,1860,212,148.0,0.6981132075471698
G19031.0,1860,2332,1637.0,0.7019725557461407
G19043.0,1860,3897,2165.0,0.5555555555555556
G19045.0,1860,3481,1968.0,0.5653547831083022
G19049.0,1860,998,673.0,0.6743486973947895
G19051.0,1860,2388,1697.0,0.7106365159128978
G19059.0,1860,37,18.0,0.4864864864864865
G19063.0,1860,23,19.0,0.8260869565217391
G19075.0,1860,141,121.0,0.8581560283687943
G19077.0,1860,538,302.0,0.5613382899628253
G19083.0,1860,1017,542.0,0.5329400196656834
G19085.0,1860,652,491.0,0.7530674846625767
G19091.0,1860,81,71.0,0.8765432098765432
G1901090,1860,94,74.0,0.7872340425531915
G19087.0,1860,3387,1598.0,0.4718039563035134
G19099.0,1860,1733,1174.0,0.6774379688401616
G1901030,1860,3134,1672.0,0.5335035098915124
G1901010,1860,2657,1760.0,0.6624012043658262
G1901050,1860,2435,1483.0,0.609034907597536
G1901110,1860,5439,1871.0,0.3439970582827725
G21023.0,1860,1836,1264.0,0.6884531590413944
G21025.0,1860,827,688.0,0.8319226118500604
G21027.0,1860,1925,580.0,0.3012987012987013
G21029.0,1860,1014,594.0,0.5857988165680473
G21035.0,1860,1537,1176.0,0.7651268705270007
G21041.0,1860,991,380.0,0.3834510595358224
G21045.0,1860,1021,344.0,0.33692458374143
G21053.0,1860,966,671.0,0.6946169772256728
G21055.0,1860,1406,992.0,0.705547652916074
G21057.0,1860,998,738.0,0.7394789579158316
G21061.0,1860,745,624.0,0.8375838926174497
G21065.0,1860,1046,645.0,0.6166347992351816
G21069.0,1860,1941,1074.0,0.5533230293663061
G21073.0,1860,1581,682.0,0.4313725490196078
G21075.0,1860,757,362.0,0.4782034346103038
G21077.0,1860,736,236.0,0.3206521739130434
G21083.0,1860,2384,1745.0,0.7319630872483222
G21087.0,1860,1081,874.0,0.8085106382978723
G21089.0,1860,1451,444.0,0.3059958649207443
G21091.0,1860,1050,524.0,0.4990476190476191
G21093.0,1860,2253,1684.0,0.7474478473146915
G21095.0,1860,878,783.0,0.8917995444191344
G21099.0,1860,1501,1217.0,0.8107928047968022
G2101010,1860,1489,887.0,0.5957018132975151
G2101030,1860,1499,985.0,0.657104736490994
G2101070,1860,1686,1203.0,0.7135231316725978
G2101090,1860,506,432.0,0.8537549407114624
G2101130,1860,1023,242.0,0.2365591397849462
G2101170,1860,4555,672.0,0.1475301866081229
G2101210,1860,1162,1001.0,0.8614457831325302
G2101230,1860,1002,847.0,0.845309381237525
G2101250,1860,871,661.0,0.7588978185993112
G2101330,1860,603,79.0,0.1310116086235489
G2101350,1860,1484,927.0,0.6246630727762803
G2101370,1860,1213,581.0,0.4789777411376751
G2101410,1860,2143,1250.0,0.5832944470368642
G2101430,1860,729,406.0,0.5569272976680384
G2101450,1860,1507,527.0,0.3497013934970139
G2101510,1860,1954,1292.0,0.661207778915046
G2101530,1860,588,447.0,0.7602040816326531
G2101570,1860,1166,996.0,0.8542024013722127
G2101630,1860,1193,786.0,0.6588432523051132
G2101670,1860,1802,611.0,0.3390677025527192
G2101710,1860,1358,885.0,0.6516936671575847
G2101730,1860,874,620.0,0.7093821510297483
G2101750,1860,1442,1257.0,0.8717059639389736
G2101790,1860,1708,971.0,0.5685011709601874
G2101890,1860,884,749.0,0.8472850678733032
G2101930,1860,649,599.0,0.9229583975346688
G2101990,1860,2662,2133.0,0.8012772351615327
G2102030,1860,920,310.0,0.3369565217391304
G2102070,1860,956,813.0,0.850418410041841
G2102090,1860,1588,996.0,0.6272040302267002
G2102130,1860,1051,779.0,0.7411988582302569
G2102150,1860,706,443.0,0.6274787535410765
G2102170,1860,1054,736.0,0.698292220113852
G2102190,1860,1177,918.0,0.7799490229396772
G2102250,1860,1871,533.0,0.2848743987172635
G2102270,1860,2402,1435.0,0.5974188176519567
G2102310,1860,1570,842.0,0.5363057324840764
G2102350,1860,1311,975.0,0.7437070938215103
G2102390,1860,932,433.0,0.4645922746781116
G2205.00,1860,816,170.0,0.2083333333333333
G2209.00,1860,1009,582.0,0.576808721506442
G22021.0,1860,492,324.0,0.6585365853658537
G22035.0,1860,932,410.0,0.4399141630901287
G22025.0,1860,969,627.0,0.6470588235294118
G22037.0,1860,704,311.0,0.4417613636363636
G2201250,1860,441,158.0,0.3582766439909297
G22055.0,1860,752,509.0,0.6768617021276596
G22057.0,1860,1492,556.0,0.3726541554959786
G22065.0,1860,365,164.0,0.4493150684931506
G22077.0,1860,1287,485.0,0.3768453768453768
G23031.0,1860,11817,4773.0,0.4039096217314039
G23029.0,1860,7463,1942.0,0.2602170708830229
G2401.00,1860,4805,1133.0,0.2357960457856399
G24023.0,1860,3693,1420.0,0.3845112374763065
G25017.0,1860,41498,4544.0,0.109499252976047
G25021.0,1860,21231,2112.0,0.0994771795958739
G26081.0,1860,5851,2683.0,0.4585540933173816
G2601010,1860,393,68.0,0.1730279898218829
G26091.0,1860,7268,3197.0,0.439873417721519
G26093.0,1860,3097,1946.0,0.6283500161446561
G26099.0,1860,4466,2519.0,0.5640394088669951
G2601330,1860,8,8.0,1.0
G2601070,1860,204,139.0,0.6813725490196079
G2601210,1860,721,248.0,0.3439667128987517
G2601270,1860,487,159.0,0.3264887063655031
G2601310,1860,578,46.0,0.0795847750865051
G2601390,1860,2619,1542.0,0.588774341351661
G2601550,1860,2387,1419.0,0.5944700460829493
G2601490,1860,3928,1811.0,0.4610488798370672
G2601570,1860,1007,772.0,0.7666335650446872
G2601590,1860,2963,2000.0,0.6749915626054674
G2601630,1860,14169,2835.0,0.2000846919330933
G2709.00,1860,131,74.0,0.5648854961832062
G27019.0,1860,1185,964.0,0.8135021097046413
G27033.0,1860,2,2.0,1.0
G27037.0,1860,1846,611.0,0.3309859154929577
G27039.0,1860,944,629.0,0.6663135593220338
G27043.0,1860,328,214.0,0.6524390243902439
G27045.0,1860,2585,1779.0,0.6882011605415861
G27047.0,1860,750,330.0,0.44
G27049.0,1860,1942,1277.0,0.6575695159629248
G27053.0,1860,2613,1246.0,0.4768465365480291
G2701050,1860,11,4.0,0.3636363636363636
G2701170,1860,10,7.0,0.7
G27079.0,1860,1177,985.0,0.836873406966865
G27087.0,1860,14,11.0,0.7857142857142857
G29029.0,1860,784,532.0,0.6785714285714286
G29031.0,1860,2510,1530.0,0.6095617529880478
G29041.0,1860,1676,1236.0,0.7374701670644391
G29043.0,1860,891,424.0,0.4758698092031425
G29047.0,1860,1650,1094.0,0.6630303030303031
G29049.0,1860,1134,429.0,0.3783068783068783
G29051.0,1860,1432,748.0,0.5223463687150838
G29055.0,1860,943,689.0,0.7306468716861082
G29065.0,1860,921,396.0,0.4299674267100977
G29071.0,1860,3012,1748.0,0.5803452855245684
G29077.0,1860,1967,863.0,0.4387391967463142
G29079.0,1860,1372,955.0,0.6960641399416909
G29085.0,1860,764,612.0,0.8010471204188482
G29087.0,1860,967,604.0,0.6246122026887281
G29089.0,1860,1682,1056.0,0.6278240190249703
G29091.0,1860,515,419.0,0.8135922330097087
G29093.0,1860,990,440.0,0.4444444444444444
G29095.0,1860,3486,1425.0,0.4087779690189329
G2901010,1860,2245,1463.0,0.6516703786191537
G2901050,1860,772,509.0,0.6593264248704663
G2901070,1860,2633,1218.0,0.4625902012913027
G2901090,1860,1461,1189.0,0.8138261464750172
G2901110,1860,2007,1132.0,0.5640259093173892
G2901130,1860,2082,1419.0,0.6815561959654178
G2901210,1860,2392,1220.0,0.5100334448160535
G2901290,1860,1618,1334.0,0.8244746600741656
G2901330,1860,689,421.0,0.6110304789550073
G2902250,1860,1103,588.0,0.5330915684496826
G2902290,1860,712,565.0,0.7935393258426966
G31021.0,1860,107,65.0,0.6074766355140186
G3101770,1860,299,165.0,0.5518394648829431
G31023.0,1860,5,5.0,1.0
G3101430,1860,5,5.0,1.0
G31079.0,1860,51,26.0,0.5098039215686274
G31043.0,1860,188,128.0,0.6808510638297872
G31055.0,1860,858,155.0,0.1806526806526806
G31097.0,1860,142,104.0,0.7323943661971831
G31099.0,1860,82,3.0,0.0365853658536585
G3101090,1860,29,27.0,0.9310344827586208
G3101310,1860,806,387.0,0.4801488833746898
G3101410,1860,218,107.0,0.4908256880733945
G3101470,1860,589,386.0,0.6553480475382003
G3101530,1860,226,65.0,0.2876106194690265
G3301.00,1860,4024,1656.0,0.4115308151093439
G3309.00,1860,8707,4886.0,0.5611576892155736
G33015.0,1860,10781,3553.0,0.329561265188758
G33019.0,1860,4109,2023.0,0.4923339011925042
G3407.00,1860,6475,793.0,0.1224710424710424
G3409.00,1860,1437,396.0,0.2755741127348643
G34039.0,1860,5288,755.0,0.1427760968229954
G34041.0,1860,5313,1582.0,0.2977602108036891
G3509990,1860,1590,773.0,0.4861635220125786
G3501.00,1860,1721,618.0,0.3590935502614759
G35047.0,1860,4232,509.0,0.120274102079395
G35049.0,1860,1556,521.0,0.3348329048843187
G35053.0,1860,1188,215.0,0.1809764309764309
G35055.0,1860,3012,643.0,0.2134794156706507
G3603.00,1860,8437,4313.0,0.5112006637430366
G3601.00,1860,21535,3030.0,0.1407011841188762
G3607.00,1860,6821,2516.0,0.3688608708400527
G3609.00,1860,8612,4531.0,0.5261263353460288
G36011.0,1860,10838,4575.0,0.4221258534785015
G36013.0,1860,11564,5843.0,0.5052749913524732
G36037.0,1860,6371,2884.0,0.4526761889813216
G36041.0,1860,556,224.0,0.4028776978417266
G36043.0,1860,7783,3343.0,0.4295258897597327
G36049.0,1860,5529,3632.0,0.6568999819135467
G36079.0,1860,2781,976.0,0.350952894642215
G36081.0,1860,9875,2094.0,0.2120506329113924
G36083.0,1860,16517,2863.0,0.1733365623297209
G36089.0,1860,15181,8464.0,0.5575390290494697
G36067.0,1860,17700,5368.0,0.303276836158192
G36099.0,1860,5414,1973.0,0.3644255633542667
G3701.00,1860,1523,891.0,0.5850295469468155
G3703.00,1860,961,480.0,0.4994797086368366
G3705.00,1860,554,451.0,0.8140794223826715
G3709.00,1860,1368,1227.0,0.8969298245614035
G37013.0,1860,1647,617.0,0.3746205221615057
G37015.0,1860,1131,762.0,0.6737400530503979
G37025.0,1860,1442,790.0,0.5478502080443828
G37033.0,1860,1328,936.0,0.7048192771084337
G37041.0,1860,663,210.0,0.3167420814479638
G37047.0,1860,1068,809.0,0.7574906367041199
G37051.0,1860,1993,657.0,0.3296537882589062
G37057.0,1860,2597,1337.0,0.5148247978436657
G37059.0,1860,1162,710.0,0.6110154905335629
G37065.0,1860,1491,844.0,0.5660630449362843
G37067.0,1860,2144,1057.0,0.4930037313432835
G37079.0,1860,795,457.0,0.5748427672955975
G37083.0,1860,1899,1063.0,0.559768299104792
G37085.0,1860,996,551.0,0.5532128514056225
G37091.0,1860,915,440.0,0.4808743169398907
G37095.0,1860,866,384.0,0.4434180138568129
G37097.0,1860,2042,1311.0,0.6420176297747306
G37099.0,1860,941,771.0,0.8193411264612115
G3701010,1860,1998,1233.0,0.6171171171171171
G3701030,1860,476,221.0,0.4642857142857143
G3701110,1860,1006,429.0,0.426441351888668
G3701130,1860,957,776.0,0.8108672936259144
G3701170,1860,1166,597.0,0.5120068610634648
G3701230,1860,1056,730.0,0.6912878787878788
G3701250,1860,1567,1123.0,0.7166560306317805
G3701270,1860,1374,692.0,0.5036390101892285
G3701290,1860,2161,612.0,0.2832022211938917
G3701330,1860,1050,583.0,0.5552380952380952
G3701390,1860,1162,482.0,0.414802065404475
G3701470,1860,1530,896.0,0.5856209150326798
G3701530,1860,1029,620.0,0.6025267249757046
G39035.0,1860,15094,3159.0,0.2092884589903272
G39037.0,1860,4569,2848.0,0.6233311446706062
G39047.0,1860,2754,1614.0,0.5860566448801743
G39049.0,1860,8874,2431.0,0.2739463601532567
G39053.0,1860,3800,1771.0,0.4660526315789474
G39055.0,1860,3150,1182.0,0.3752380952380952
G39057.0,1860,4528,1640.0,0.3621908127208481
G39061.0,1860,40252,2893.0,0.0718722051078207
G39063.0,1860,4035,1906.0,0.4723667905824039
G3901090,1860,5439,1484.0,0.2728442728442728
G3901130,1860,9201,2676.0,0.2908379523964786
G3901150,1860,3967,2258.0,0.5691958658936224
G3901210,1860,3715,2290.0,0.6164199192462988
G3901230,1860,1335,764.0,0.5722846441947566
G3901290,1860,3978,1716.0,0.4313725490196078
G3901310,1860,2286,1300.0,0.5686789151356081
G3901330,1860,4976,2077.0,0.4174035369774919
G3901350,1860,4210,1692.0,0.4019002375296912
G3901450,1860,4478,1362.0,0.3041536400178651
G3901470,1860,5713,2695.0,0.4717311395063889
G39013.0,1860,6274,2478.0,0.3949633407714377
G39015.0,1860,5339,2735.0,0.5122682150215396
G39025.0,1860,5979,2796.0,0.4676367285499247
G39059.0,1860,4448,2192.0,0.4928057553956834
G39067.0,1860,3399,1298.0,0.3818770226537217
G39081.0,1860,4611,1380.0,0.2992843201040989
G3901510,1860,7863,2155.0,0.2740684217219891
G3901670,1860,6557,3021.0,0.4607289919170352
G42017.0,1860,12221,4687.0,0.383520170198838
G42019.0,1860,6274,3966.0,0.6321326107746255
G42025.0,1860,3608,308.0,0.0853658536585365
G42027.0,1860,4620,1282.0,0.2774891774891775
G42029.0,1860,13377,4312.0,0.3223443223443223
G42031.0,1860,4414,2040.0,0.4621658359764386
G42033.0,1860,3259,1644.0,0.5044492175513962
G42037.0,1860,4525,1023.0,0.2260773480662983
G42041.0,1860,7444,2101.0,0.2822407307898979
G42043.0,1860,8234,1983.0,0.240830701967452
G4201010,1860,98501,1310.0,0.0132993573669302
G4201030,1860,1217,621.0,0.5102711585866886
G4201050,1860,2183,1431.0,0.6555199267063674
G4201070,1860,16271,1771.0,0.1088439555036568
G4201110,1860,4631,2278.0,0.4919023968905204
G4201130,1860,992,681.0,0.686491935483871
G4201230,1860,3648,1938.0,0.53125
G4201270,1860,5589,2834.0,0.5070674539273573
G4201290,1860,9540,3978.0,0.4169811320754717
G4401.00,1860,1746,233.0,0.1334478808705612
G4403.00,1860,3402,640.0,0.188124632569077
G4405.00,1860,4222,843.0,0.1996684036001894
G4701310,1860,1751,1292.0,0.7378640776699029
G4701390,1860,1397,561.0,0.4015748031496063
G4701410,1860,1348,1073.0,0.7959940652818991
G4701470,1860,1888,1244.0,0.6588983050847458
G4701490,1860,2623,1696.0,0.6465878764773161
G4701530,1860,342,177.0,0.5175438596491229
G4701590,1860,2161,1595.0,0.7380842202683943
G4701570,1860,5204,993.0,0.1908147578785549
G4701770,1860,1582,726.0,0.4589127686472819
G4701650,1860,2460,1566.0,0.6365853658536585
G4701750,1860,398,240.0,0.6030150753768844
G4701790,1860,2361,1289.0,0.5459551037695891
G4701810,1860,1343,970.0,0.7222635889798957
G4701870,1860,2029,1006.0,0.4958107442089699
G4701890,1860,3171,2188.0,0.6900031535793125
G4801.00,1860,1214,888.0,0.7314662273476112
G4805.00,1860,664,110.0,0.1656626506024096
G48013.0,1860,255,177.0,0.6941176470588235
G48021.0,1860,840,522.0,0.6214285714285714
G48029.0,1860,2454,532.0,0.2167889160554197
G48041.0,1860,316,99.0,0.3132911392405063
G48051.0,1860,591,390.0,0.6598984771573604
G48055.0,1860,509,194.0,0.381139489194499
G48093.0,1860,125,75.0,0.6
G48061.0,1860,1305,301.0,0.2306513409961685
G48073.0,1860,1508,1020.0,0.6763925729442971
G48091.0,1860,740,422.0,0.5702702702702702
G48099.0,1860,414,207.0,0.5
G4801130,1860,1309,1057.0,0.8074866310160428
G4801230,1860,643,384.0,0.5972006220839814
G4801330,1860,18,16.0,0.8888888888888888
G4801390,1860,654,475.0,0.7262996941896025
G4801410,1860,866,303.0,0.3498845265588914
G4803770,1860,93,19.0,0.2043010752688172
G4801430,1860,384,300.0,0.78125
G4801470,1860,1231,834.0,0.677497969130788
G4801570,1860,370,171.0,0.4621621621621621
G4801710,1860,572,320.0,0.5594405594405595
G4801770,1860,811,545.0,0.6720098643649816
G4801810,1860,1189,688.0,0.5786375105130361
G4801850,1860,745,493.0,0.661744966442953
G4801870,1860,619,430.0,0.6946688206785138
G4801990,1860,186,137.0,0.7365591397849462
G4802010,1860,1312,119.0,0.0907012195121951
G4802130,1860,560,430.0,0.7678571428571429
G4802250,1860,876,738.0,0.8424657534246576
G4802390,1860,240,133.0,0.5541666666666667
G4802510,1860,660,520.0,0.7878787878787878
G50027.0,1860,7821,4093.0,0.5233346119422069
G5101.00,1860,2785,1134.0,0.407181328545781
G5103.00,1860,2217,885.0,0.3991880920162381
G51013.0,1860,2063,102.0,0.0494425593795443
G5105.00,1860,904,330.0,0.3650442477876106
G5109.00,1860,1390,792.0,0.5697841726618705
G51011.0,1860,797,463.0,0.5809284818067754
G51015.0,1860,3655,1299.0,0.3554035567715458
G51019.0,1860,2619,1327.0,0.5066819396716304
G5405.00,1860,721,495.0,0.6865464632454924
G5407.00,1860,792,161.0,0.2032828282828283
G51029.0,1860,1135,610.0,0.5374449339207048
G54011.0,1860,1283,771.0,0.6009353078721746
G51031.0,1860,2810,545.0,0.193950177935943
G51033.0,1860,1458,833.0,0.5713305898491083
G51035.0,1860,1307,805.0,0.6159143075745983
G54013.0,1860,409,318.0,0.7775061124694377
G54015.0,1860,285,210.0,0.7368421052631579
G51036.0,1860,513,156.0,0.3040935672514619
G51037.0,1860,866,394.0,0.4549653579676674
G51043.0,1860,663,254.0,0.3831070889894419
G51045.0,1860,526,251.0,0.4771863117870722
G51047.0,1860,1005,438.0,0.435820895522388
G51049.0,1860,615,299.0,0.4861788617886179
G54017.0,1860,900,180.0,0.2
G51057.0,1860,852,291.0,0.3415492957746479
G51061.0,1860,2087,820.0,0.392908481073311
G54019.0,1860,983,697.0,0.7090539165818922
G51065.0,1860,957,445.0,0.4649947753396029
G51071.0,1860,964,385.0,0.3993775933609959
G51067.0,1860,2440,1127.0,0.4618852459016393
G51075.0,1860,801,441.0,0.550561797752809
G54025.0,1860,1752,998.0,0.569634703196347
G51081.0,1860,381,212.0,0.5564304461942258
G51083.0,1860,2210,1033.0,0.467420814479638
G51085.0,1860,1415,639.0,0.4515901060070671
G5101810,1860,721,285.0,0.3952843273231622
G5101770,1860,1553,493.0,0.3174500965872505
G5101850,1860,1474,421.0,0.2856173677069199
G5101870,1860,968,418.0,0.4318181818181818
G5401010,1860,242,233.0,0.962809917355372
G5101930,1860,932,388.0,0.4163090128755364
G5401030,1860,1124,373.0,0.3318505338078292
G5401070,1860,1935,812.0,0.4196382428940568
G5401090,1860,476,335.0,0.7037815126050421
G53049.0,1860,113,30.0,0.2654867256637168
G53069.0,1860,12,5.0,0.4166666666666667
G53015.0,1860,93,47.0,0.5053763440860215
G53059.0,1860,30,13.0,0.4333333333333333
G53067.0,1860,402,248.0,0.6169154228855721
G53071.0,1860,348,170.0,0.4885057471264368
G53077.0,1860,5,1.0,0.2
G5501230,1860,2291,1611.0,0.7031863814927979
G5509.00,1860,2205,1139.0,0.5165532879818594
G55015.0,1860,1471,1171.0,0.7960571040108769
G5503.00,1860,121,19.0,0.1570247933884297
G55017.0,1860,329,171.0,0.5197568389057751
G55023.0,1860,1540,913.0,0.5928571428571429
G55029.0,1860,357,28.0,0.0784313725490196
G55031.0,1860,228,15.0,0.0657894736842105
G5507.00,1860,81,5.0,0.0617283950617283
G55025.0,1860,7915,4228.0,0.5341756159191409
G55027.0,1860,7832,4597.0,0.5869509703779366
G55039.0,1860,6377,3630.0,0.569233181746903
G55047.0,1860,2460,1340.0,0.5447154471544715
G55055.0,1860,5809,3046.0,0.5243587536581167
G55059.0,1860,2391,1089.0,0.4554579673776662
G01017.0,1870,3129,1276.0,0.4077980185362735
G01019.0,1870,2115,839.0,0.3966903073286052
G01025.0,1870,2803,1773.0,0.6325365679628969
G01029.0,1870,1520,1192.0,0.7842105263157895
G01035.0,1870,1826,320.0,0.1752464403066812
G01037.0,1870,2281,1518.0,0.6654975887768523
G01039.0,1870,884,336.0,0.3800904977375565
G01041.0,1870,1999,1440.0,0.720360180090045
G01057.0,1870,1337,1019.0,0.7621540762902019
G01059.0,1870,1436,678.0,0.4721448467966573
G01061.0,1870,510,381.0,0.7470588235294118
G01021.0,1870,1064,741.0,0.6964285714285714
G0105.00,1870,6093,1950.0,0.3200393894633185
G01065.0,1870,5053,608.0,0.1203245596675242
G01071.0,1870,3478,1752.0,0.503737780333525
G01077.0,1870,2767,1557.0,0.5627032887603903
G01081.0,1870,4013,2085.0,0.5195614253675555
G01083.0,1870,2779,1636.0,0.5887009715725081
G01085.0,1870,5450,1165.0,0.2137614678899082
G01089.0,1870,5604,2993.0,0.5340827980014276
G05019.0,1870,2280,1425.0,0.625
G05029.0,1870,1551,1235.0,0.7962604771115409
G05031.0,1870,846,628.0,0.7423167848699763
G05035.0,1870,989,816.0,0.8250758341759353
G05041.0,1870,1792,507.0,0.2829241071428571
G05043.0,1870,2191,916.0,0.418073938840712
G05047.0,1870,1733,1353.0,0.7807270628967109
G05055.0,1870,1309,983.0,0.7509549274255156
G05063.0,1870,2677,1536.0,0.5737766156144939
G05067.0,1870,1386,465.0,0.3354978354978355
G05069.0,1870,3331,2289.0,0.6871810267187031
G05075.0,1870,1061,522.0,0.4919886899151743
G05081.0,1870,776,157.0,0.2023195876288659
G05087.0,1870,1503,873.0,0.5808383233532934
G05089.0,1870,720,533.0,0.7402777777777778
G05095.0,1870,1778,773.0,0.4347581552305962
G0501010,1870,768,465.0,0.60546875
G0501070,1870,3302,2284.0,0.6917019987886129
G0501090,1870,660,336.0,0.509090909090909
G0501110,1870,302,208.0,0.6887417218543046
G0501150,1870,1479,806.0,0.5449628127112914
G0501210,1870,1391,874.0,0.6283249460819554
G0501290,1870,966,751.0,0.777432712215321
G0501310,1870,2412,1403.0,0.5816749585406302
G0501330,1870,817,388.0,0.4749082007343941
G0501350,1870,971,757.0,0.7796086508753862
G0501230,1870,1261,742.0,0.5884218873909596
G0501390,1870,1994,816.0,0.4092276830491474
G0501410,1870,933,773.0,0.8285101822079314
G0501450,1870,1805,1131.0,0.6265927977839335
G0501470,1870,1213,305.0,0.2514427040395713
G0501490,1870,1558,495.0,0.3177150192554557
G0605.00,1870,1613,420.0,0.2603843769373837
G06011.0,1870,1096,536.0,0.4890510948905109
G06013.0,1870,1678,783.0,0.466626936829559
G06015.0,1870,610,71.0,0.1163934426229508
G06017.0,1870,3051,566.0,0.1855129465748934
